id,time,score,city,nickname,gender,content
1038950994,2018-09-09 18:28,3.5,,,女性,没有想象得那么好看，不是太值得去电影院看一场 浪费时间
1038953046,2018-09-09 18:27,4.5,,,女性,有点恐怖…很震撼
1038943678,2018-09-09 18:25,0.5,,,男性,喜欢的众多明星都在，也支持黄渤。但是实在很难看
1038947178,2018-09-09 18:25,3.0,,,女性,结局有点烂尾
1038943676,2018-09-09 18:25,3.5,,,女性,好看，很不错，推荐看一下
1038943667,2018-09-09 18:24,5.0,,,女性,还可以，比较有意思
1038947167,2018-09-09 18:24,4.0,,,男性,剧情一般般，没有超出预期的好。
1038950886,2018-09-09 18:24,5.0,,,女性,还行吧！！！！！
1038949921,2018-09-09 18:23,3.0,,,男性,荒岛求生。揭露人性在不同位置的善与恶。
1038943658,2018-09-09 18:23,5.0,,,女性,让我有了女朋友
1038949908,2018-09-09 18:23,5.0,,,男性,好呵呵哈哈哈
1038950836,2018-09-09 18:22,5.0,,,女性,好看。可以的。支持！
1038943625,2018-09-09 18:21,0.5,,,女性,还喜居一点笑点都没有
1038944412,2018-09-09 18:21,5.0,,,女性,从预告就开始期待的电影，真真是人生如戏，多珍惜
1038949847,2018-09-09 18:21,5.0,,,女性,很好看啊，作为一个文科生感觉看到了一个浓缩版的人类发展史
1038943601,2018-09-09 18:19,3.5,,,女性,还可以吧😄
1038943593,2018-09-09 18:18,3.5,,,男性,一般吧，没什么亮点，这分是给黄渤和舒淇的
1038943585,2018-09-09 18:18,5.0,,,男性,电影可圈可点的有很多，演员演技都在线，我觉得镜头的两次反转也有含义，正片与预告呈现出不同的感觉，它完完整整的说明了两个字，人性。影片中有很多笑点，看完电影后更多的是思考，人性善恶，世事百态，面对事物又需要不同的抉择，展现了社会的演变，借用蜥蜴的眼睛来看人性，岛上生活的真真假假，之前预告放的“冰淇淋”也是一重点，太美好而不想让它化掉。影片中的特效真的很牛掰了，巨浪和鲸真的特别逼真。虽然在看电影前就知道小兴会黑化，但看到时还是忍不住深吸一口气，我觉得那眼神我一辈子也不会忘。在马进和齐大姐谈话时，林中突然出现小兴的身影，也是让我心中一惊。一开始毫不起眼，到后来完全展示出自己的欲望。
1038949731,2018-09-09 18:17,5.0,,,女性,套路深 对于黄渤有点期望过高吧
1038949725,2018-09-09 18:17,3.5,,,男性,还不错还不错
1038944355,2018-09-09 18:16,4.5,,,女性,没看懂，但挺好看，人性啊
1038949702,2018-09-09 18:16,5.0,,,男性,二刷！真滴好看
1038947097,2018-09-09 18:16,5.0,,,女性,好看，非常好看，精彩！！
1038949695,2018-09-09 18:16,5.0,,,男性,还他么可以吧
1038950634,2018-09-09 18:16,4.5,,,女性,还不错 每个人的感受不一样吧
1038950624,2018-09-09 18:15,5.0,,,女性,好看！好看！
1038947082,2018-09-09 18:15,1.5,,,男性,太假，不好看
1038857528,2018-09-09 18:15,5.0,,,女性,好看真的不错
1038882210,2018-09-09 18:14,2.5,,,女性,整个影片看下来没有什么让人记住的东西。没有想象中那么好看
1038949625,2018-09-09 18:13,3.0,,,女性,觉得很一般，故事讲的不够好听
1038949614,2018-09-09 18:13,2.5,,,男性,没啥意思！看了开头就猜到接下来的剧情
